caco3_flow_rate [kmol/hr],calciner_temp [Deg C],pellet_moisture_frac,air_mol_flow_rate [kmol/hr],RH_air,DAC_column_height [m],pellet_diameter [mm],DAC_ambient_temp [Deg C],e_voidage,sim_index
97.51497652307926,921.2851520851044,0.49351239176003625,8833.277512674438,0.8010224164742635,4.9192903625775175,3.805631183172771,21.74219824621972,0.4390792623970295,0
31.906557578090837,939.5070473804964,0.33393905068638013,8082.465699781671,0.7677652642812576,2.6245538838277764,5.462603460355524,34.839420414899564,0.42717601661308147,1
66.41943185332791,929.838272850957,0.4264626004699651,7335.719043694309,0.8360213105277129,1.9008744635528183,4.928280075013301,24.921964398876764,0.42941211627238846,2
5.255307856591103,916.2279478458872,0.08203875270094627,8304.100432443804,0.10365999292186603,9.76006142888796,4.125588819518024,21.88719393241975,0.41889186624008323,3
99.03877950635739,900.1740524585695,0.3473162643572065,7315.145792736941,0.5753184349680929,9.355005360214072,4.34681697680908,38.664208182507764,0.3974697945635095,4
98.46231580548891,905.306137542962,0.1120638657756649,7753.3045536291365,0.2482619981937387,2.872000751070658,1.7681483533193134,41.26944751697721,0.43439410446758253,5
50.97091753548227,897.8119602346716,0.09481226172818887,7071.69319782554,0.22426196581954352,5.049062935761978,4.746961804719135,28.18715192165064,0.3627667967175926,6
48.63393191685953,895.9108335461818,0.3799098993360945,7922.619623344099,0.5419607635650454,1.858838763171717,4.738924011867125,36.894147690741285,0.3844174064869341,7
44.2217515527632,927.2417851189527,0.1915216034238545,8824.942938378143,0.49615011363071515,7.016402501243144,3.9747407629439033,41.624075503388006,0.42803051695087935,8
74.22853931651198,909.6465079790182,0.37311351107821955,7256.3223416852115,0.19302541973761772,3.4568170598587566,4.9660823762261295,21.622874406026355,0.43213626865680876,9
28.823209409311136,938.2347461613595,0.2956811178872652,8512.034506861643,0.6023261730260743,2.230297687874482,4.493809942679302,34.688518638564105,0.4340801812816254,10
32.12147247442527,935.4958955986887,0.49603193799071377,8626.789327342802,0.31311332627101984,3.1945374926039163,1.5467414082310955,20.87865377721426,0.3728843416761959,11
14.14622078054129,900.6962216874613,0.41758627333597714,7675.9957029730995,0.20377748609152682,5.961624567163203,2.931014669168458,26.567546883161114,0.3744764982245604,12
88.62422819925878,896.2491585614669,0.09269791911062172,8777.119821874705,0.580254657017051,2.382036364645219,2.707200875444679,34.962501431621945,0.43695509174370506,13
34.42151198620762,909.846662316971,0.06713951696774986,7913.477009868768,0.8831486596592458,5.386067199031463,5.92463154027409,38.55417627805814,0.35258264404622897,14
43.17075784750198,895.0204422247323,0.3496663304121597,8096.758663223181,0.16030346909096552,3.9905637045658695,5.5932240591165705,43.36533200577341,0.4327662065406931,15
40.71365318809054,932.2036195092859,0.2225007217738144,8633.598777450052,0.4662262462106873,6.367095901164615,5.68715321852639,36.302831978949825,0.4058963409919092,16
48.479424151239805,937.9395322323016,0.16222499268921098,8032.215938574838,0.6907931471747696,2.1640518622467435,1.8192334204912832,21.024334337837566,0.39091672619589657,17
35.89829970078635,895.7797774969358,0.35045483308070347,8959.325595847524,0.39030560745954,8.741568851592202,1.3667402777598967,15.32855728922537,0.3573371892874418,18
37.428245066111806,893.3678564496054,0.4341625276304345,7408.791622149851,0.6141491559131692,6.502803751327248,2.8000346565270187,30.248408801829413,0.3908410356345948,19
74.61852246669686,948.314902910562,0.17415137612529646,7943.061947178489,0.561256718231192,5.5027682260286275,2.684665192141483,34.79742363632559,0.40647756458078643,20
30.281878409988483,903.8579920099709,0.25485596658295223,7314.322258304706,0.2063046453293637,4.222382219227618,1.612821507690192,15.22910774204943,0.4357386761781057,21
70.36030791523373,937.1648914360236,0.2746819707479923,8596.414861043526,0.8792721882282165,5.613368111342763,3.7681184714195077,44.01191847190913,0.3602607434347467,22
49.332384023642526,941.8660818633839,0.18642922866433703,7558.737704662468,0.3090319151932939,8.304729108304599,3.400890343062808,23.21685253282866,0.42184191054509856,23
94.46140864872913,948.8477952470736,0.37607508804731554,8806.54985782941,0.35287203731506844,4.105093403265306,1.1515324353965293,25.61030118389872,0.37333759579755615,24
83.59740290837759,949.8350076641062,0.43759105534632087,7717.02913616058,0.4170138927972722,7.634306312387659,2.5890040258212896,25.391830038759732,0.4038549052224332,25
6.905784358134527,927.7561257682393,0.2302178893448183,8151.3004300922685,0.40689611870256226,3.6418342763900986,1.0553207790232604,30.46917771577295,0.44597885084163946,26
33.45416080808462,946.9669445915981,0.07664501588254619,7702.539805168475,0.2211544934041646,8.401483948735759,1.0617005359710294,15.609492790211455,0.40210295539711344,27
79.49261799654796,932.0955723874754,0.42299409266968285,7604.0981558541025,0.46013340453569174,9.598229542983011,1.0269701870138401,23.956515445533917,0.44207762061416433,28
19.092415365369682,921.2376181086951,0.3358956887546936,7029.234599140932,0.43224324965619254,5.424034108417235,4.044756302749127,32.91503208917277,0.44008898654396944,29
31.249761305572182,946.9359286470399,0.24020543466392524,8642.56155669798,0.103141298525964,2.035870296262283,4.998554585922945,20.604422011717574,0.39837499955070593,30
76.17649317768354,907.6703559057084,0.10024393246880142,7999.5695547798105,0.4496368090357584,6.984417187394832,5.1890169889740765,35.18047488763834,0.40705694416923094,31
53.836584972610744,931.7762724416598,0.06193176695526832,8127.178251151881,0.1466001150043505,4.828279983387073,4.646165568401829,33.49356400516561,0.43909276630176486,32
35.589825037612734,932.6120284977761,0.29805534775072906,7693.12909753713,0.38572032566660863,9.766523079705882,5.15220807786277,32.9220662142512,0.4069579273304006,33
9.803105907154968,943.9105692761143,0.4998909922792042,7476.109511980084,0.18256154380071002,6.192043632438769,5.876215591179413,18.34452240517868,0.430603055231834,34
90.47171629216437,922.8156655956512,0.4219921959041317,7339.4602245916885,0.2353099215078434,2.4897753343855964,4.425086770780455,16.51831742168169,0.38013314229183365,35
26.43126068506046,926.618949781424,0.49189820334311257,7242.667777679881,0.42463060536053265,2.0940059995203253,2.9148413947167713,23.149025329278388,0.42439138198828924,36
62.01202880773549,912.8473398452381,0.43633957192432377,7727.099825912309,0.855835843179439,4.034763237300535,3.3184730008059065,43.25079796554442,0.35145828361400827,37
38.35356000297447,943.7494355270292,0.23827074468446974,8905.827063929122,0.6644028894088602,9.572472318014043,3.510954200475644,29.288316840066425,0.36148943948181594,38
90.57157029646471,924.8782754211924,0.10417491478971344,7055.5163906309435,0.46107444961780863,6.966476990445401,4.464548887652218,24.477486730484305,0.40130912786895245,39
47.065029597826765,932.1571054406272,0.3911339121775863,7438.022347251072,0.4951579176108797,6.4047568411753515,1.369207629926628,26.790784597818856,0.4040605783856065,40
42.57695925272787,899.4493164283416,0.34648023570599135,8884.792378149505,0.6015894981962151,4.983255904693069,2.958419166488445,33.301741978271565,0.36059655417843645,41
30.012349651669222,916.5783807795267,0.2895010482914875,7560.116109114839,0.8616143261862478,9.586986976293527,2.9482892751205414,28.473091866956608,0.3782074763421815,42
6.558760461181486,901.2299011685154,0.303288418040331,7518.841683847289,0.7304567842339381,6.00245970727298,4.7832450165222475,29.945119017657582,0.4025041529125598,43
41.02871549676032,936.7838895077085,0.1275396848756279,8975.559428859877,0.6612349618971327,6.376121839036691,1.3509941180207659,19.933347588791015,0.44209117866746933,44
30.574069088809786,895.6572413579347,0.49393036049013866,8565.261055396597,0.814182469286928,7.646371670340946,5.5788630681110964,17.83389707108225,0.3520093606001003,45
16.22476822472325,913.2232275604705,0.29662330923288643,7767.678603744196,0.5187649423802089,8.061640232687111,2.6242896861848752,26.23537738062287,0.4259995063787156,46
84.70917499807604,901.2578586266737,0.46653575744101206,8617.748085780677,0.2012004299324196,6.072259011398745,5.255450164301629,24.738332851904392,0.4318388992364451,47
43.02607138683821,893.8270192608006,0.4901653926501853,7195.996759798692,0.4388182373241414,7.884962928262057,3.146612781234869,29.328272404238824,0.3719226244454762,48
14.313867968834632,893.1781115768035,0.25773921029919,7501.325893179423,0.32784734203834087,6.506525597214465,3.2608566199728313,25.77124090050024,0.3543076082754611,49
15.619069725090803,943.2426829611982,0.3958006270651861,8290.594313006504,0.8526605665412188,4.00940745540007,5.904636240092936,24.560221073387495,0.3550196290046962,50
38.281401097727056,910.1505956463659,0.3375315376230915,8732.82541008444,0.6183262962672621,8.997088950052483,3.783182836615504,16.31865727758422,0.36236903687184585,51
68.723543905416,894.063180759721,0.337016531385606,7366.410602310031,0.5450042054354926,8.886175589555585,4.807826929337358,41.99168987444288,0.4396883724351199,52
8.315414711846836,932.5653838663227,0.11283153190594226,8851.98403071013,0.7405689974351295,2.934277494331199,1.139467995857649,35.50810745906516,0.35932559999598573,53
30.52268854169676,898.7149676617344,0.3160839944819046,8251.69859654467,0.11258036205010155,2.802880421509263,1.592488940652177,39.48228506858662,0.42311023343436494,54
57.20257389414366,938.3037408257175,0.20315299489416044,8437.526077573726,0.4887180078221042,3.1703360443669637,5.305061805060347,25.01124389461922,0.4130451242795288,55
60.14143078554513,898.5200070685038,0.35873499744428644,7673.022941159373,0.6967315333479873,3.0445066268008936,3.567854276604214,16.91340018515347,0.3805404029166448,56
89.26667446687937,918.2908656341544,0.34038377499969436,7608.520193873087,0.2994598599514726,8.797152594916327,3.196240120797633,37.66754869026615,0.44232979440243714,57
9.477642522353854,908.1854087050211,0.4107692248635098,8124.79105570713,0.11457568786843567,1.441855290678861,3.1101267959483883,22.546064686093068,0.3742102122682576,58
16.684533086617293,927.0152086348093,0.17696509101312385,8441.798677009136,0.2860297762482893,9.480249277521176,5.144710221344281,19.30456617633064,0.42046942688267724,59
56.04184760431369,908.8424016675621,0.2885658351100938,7878.19941515577,0.4155333848083137,7.0508779904370105,4.511851942200719,31.115998655900558,0.37729496998429135,60
38.73071908400396,915.8289458035896,0.4586201792379855,7866.943769723217,0.27243119736570454,1.5723619619993014,3.817123398704801,26.828398381900513,0.4009554365870544,61
15.312988825966904,932.4640023649536,0.07410195281768128,8174.102422810807,0.26375011753835453,8.423874274268814,1.8015947770448442,21.227176274854052,0.38311246336190546,62
26.240436085669515,904.3800031790037,0.34923382968557476,8297.566442757641,0.7655676517285185,2.133324406747922,5.24650623822973,42.52221775863052,0.4078632007742815,63
84.37599321530203,904.6407023305162,0.11633397869593168,7839.380744008015,0.600728133121068,9.128379364209962,5.658613728564109,29.361857658908143,0.4486438783934044,64
14.790973579241227,900.3539541864126,0.3133159226945233,8516.01526725516,0.3610728559041465,4.3469571417031485,1.1706899666897415,28.79161267984307,0.39185468389167655,65
86.35391375150198,928.3302897032763,0.4976669408549414,7267.938600412601,0.86510414112906,8.988560709648253,4.334193155119873,16.3701427482768,0.40455424292073056,66
37.583212622783414,911.5474612059883,0.4276800887937889,7754.787633748615,0.5006442879482301,7.694916616793686,5.4843632331839665,19.18491535084333,0.42948599069004706,67
45.16169778537543,947.0553866501037,0.46551845208139137,7498.665902731931,0.6449091028815016,9.727165058407438,3.3721642282960715,20.153428719264934,0.4282929688065883,68
17.134980476843086,940.8371523543912,0.43967341994973896,7410.9492418562295,0.839337035634768,5.493506236949964,1.208705366944037,27.966669226087152,0.389563449110274,69
87.05195758328556,896.6642227405118,0.44312123924796315,8362.958723015807,0.23087367383831722,6.088196781254517,5.237839519869693,29.762365685555135,0.3938387526652044,70
72.37525602539519,926.0142128289922,0.11553600707595639,7639.910975073049,0.4831021562542246,9.855820836399657,2.4870085213426147,32.999877269319825,0.38522594278708033,71
67.12332517914581,914.162021420593,0.18565399090827361,7447.462482033848,0.10242064522992302,9.25351006793614,5.7097600857744,38.11778096117974,0.445740605029896,72
31.31509123013064,910.4223461681337,0.32351943360864865,8214.04577263499,0.7408097763184205,1.3584651426023133,4.440523583676201,19.108856538039664,0.421752941895669,73
50.78935817948387,935.3273412707237,0.43483330643122275,8531.985560088851,0.3231732208887057,7.573478320575812,4.068192818012442,21.499066881542163,0.3698549806508715,74
10.320659032884027,939.8591655221662,0.4707512613924921,7274.301151066704,0.37537063384494607,1.261268636345791,1.8081728225559601,27.9540635787,0.4060497018257727,75
9.86792606802689,929.5812749565976,0.08050984382074784,8305.52871041301,0.8092712995479455,3.2864839002431774,3.8896157232949466,22.03917281457892,0.35825135480755627,76
52.38553858236447,942.4231419192133,0.1189197327955652,8493.195785546513,0.46247945833151727,8.69374458828992,1.975911894129478,28.60250803468291,0.36587977342298467,77
17.941120955829163,897.7523101255296,0.0719750353454886,8989.888201101065,0.11542401859989719,6.868132348196017,1.2570982442791627,44.496102073402184,0.3840913907500968,78
34.99628476335181,916.0828379031027,0.11753986428531941,8976.749836661402,0.12604714229457922,8.931764057633057,4.172264117466752,30.064011214730073,0.41582224096107384,79
36.996627685355904,915.2309287731163,0.2917580643289653,7156.436773595765,0.33847054350245076,4.5914820801456875,5.230699697220432,42.48912189725677,0.3882313529234171,80
50.29633787170962,928.8193143664166,0.4009791525298557,8390.706181148638,0.42626581499782557,9.754050221765965,1.415008228519955,15.948899439776596,0.42933617531192875,81
37.52505277378916,925.7045485654689,0.45786295698322393,7474.341690234548,0.7648270803172794,9.476353547670358,3.452235602928123,23.386649945277075,0.3694242641671808,82
